Sr no,College Name,College location,College Location Type (city/ village/ town/ mega city...etc),Type of college (SF/Govt/ GIA),Department (IT/CE/EC/CH/MH/..........),Males-PHD,Males- mtech/ME,Males-Btech,Women-PHD,Women- mtech/ME,Women-Btech,Total Male,Total Female
138,"Government Engineering College, Modasa Shamlaji Road, Modasa, District Aravalli, Gujarat, India 383315 
  Contact No.: 02774 242 633 
  Email: gec-modasa-dte@gujarat.gov.in 
  Website: https://www.gecmodasa.ac.in/",Modasa,Town,Govt,AUTOMOBILE ENGINEERING,0,1,1,0,0,0,2,0
139,"Government Engineering College, Modasa Shamlaji Road, Modasa, District Aravalli, Gujarat, India 383315 
  Contact No.: 02774 242 633 
  Email: gec-modasa-dte@gujarat.gov.in 
  Website: https://www.gecmodasa.ac.in/",Modasa,Town,Govt,CIVIL ENGINEERING,5,5,0,0,1,0,10,1
140,"Government Engineering College, Modasa Shamlaji Road, Modasa, District Aravalli, Gujarat, India 383315 
  Contact No.: 02774 242 633 
  Email: gec-modasa-dte@gujarat.gov.in 
  Website: https://www.gecmodasa.ac.in/",Modasa,Town,Govt,COMPUTER ENGINEERING,1,11,0,0,5,0,12,5
141,"Government Engineering College, Modasa Shamlaji Road, Modasa, District Aravalli, Gujarat, India 383315 
  Contact No.: 02774 242 633 
  Email: gec-modasa-dte@gujarat.gov.in 
  Website: https://www.gecmodasa.ac.in/",Modasa,Town,Govt,ELECTRICAL ENGINEERING,3,8,0,0,2,0,11,2
142,"Government Engineering College, Modasa Shamlaji Road, Modasa, District Aravalli, Gujarat, India 383315 
  Contact No.: 02774 242 633 
  Email: gec-modasa-dte@gujarat.gov.in 
  Website: https://www.gecmodasa.ac.in/",Modasa,Town,Govt,ELECTRONICS & COMMUNICATION ENGINEERING,1,7,0,0,1,0,8,1
143,"Government Engineering College, Modasa Shamlaji Road, Modasa, District Aravalli, Gujarat, India 383315 
  Contact No.: 02774 242 633 
  Email: gec-modasa-dte@gujarat.gov.in 
  Website: https://www.gecmodasa.ac.in/",Modasa,Town,Govt,INFORMATION TECHNOLOGY,3,5,0,0,0,0,8,0
144,"Government Engineering College, Modasa Shamlaji Road, Modasa, District Aravalli, Gujarat, India 383315 
  Contact No.: 02774 242 633 
  Email: gec-modasa-dte@gujarat.gov.in 
  Website: https://www.gecmodasa.ac.in/",Modasa,Town,Govt,MECHANICAL ENGINEERING,6,12,2,1,0,0,20,1
145,"Government Engineering College, Palanpur Ahmedabad-Palanpur Highway At: Jagana Contact No.: 02742220006 
  Email: gec-palanpur-dte@gujarat.gov.in 
  Website: https://gecpalanpur.ac.in/",Palanpur,City,Govt,CIVIL ENGINEERING,1,4,0,0,3,0,5,3
146,"Government Engineering College, Palanpur Ahmedabad-Palanpur Highway At: Jagana Contact No.: 02742220006 
  Email: gec-palanpur-dte@gujarat.gov.in 
  Website: https://gecpalanpur.ac.in/",Palanpur,City,Govt,ELECTRICAL ENGINEERING,1,8,0,0,0,0,9,0
147,"Government Engineering College, Palanpur Ahmedabad-Palanpur Highway At: Jagana Contact No.: 02742220006 
  Email: gec-palanpur-dte@gujarat.gov.in 
  Website: https://gecpalanpur.ac.in/",Palanpur,City,Govt,MECHANICAL ENGINEERING,1,12,0,0,0,0,13,0
148,"Government Engineering College, Palanpur Ahmedabad-Palanpur Highway At: Jagana Contact No.: 02742220006 
  Email: gec-palanpur-dte@gujarat.gov.in 
  Website: https://gecpalanpur.ac.in/",Palanpur,City,Govt,MINING ENGINEERING,2,1,0,0,0,0,3,0
149,"Government Engineering College, Patan At-Katpur, Ta-Patan, Dist-Patan 384265 Contact No.: 02766297735 
  Email: gec-patan-dte@gujarat.gov.in 
  Website: http://www.gecpt.cteguj.in/",Patan,City,Govt,CIVIL ENGINEERING,0,3,0,0,0,0,3,0
150,"Government Engineering College, Patan At-Katpur, Ta-Patan, Dist-Patan 384265 Contact No.: 02766297735 
  Email: gec-patan-dte@gujarat.gov.in 
  Website: http://www.gecpt.cteguj.in/",Patan,City,Govt,COMPUTER SCIENCE & ENGINEERING,0,12,0,0,2,0,12,2
151,"Government Engineering College, Patan At-Katpur, Ta-Patan, Dist-Patan 384265 Contact No.: 02766297735 
  Email: gec-patan-dte@gujarat.gov.in 
  Website: http://www.gecpt.cteguj.in/",Patan,City,Govt,ELECTRICAL ENGINEERING,0,8,0,0,0,0,8,0
152,"Government Engineering College, Patan At-Katpur, Ta-Patan, Dist-Patan 384265 Contact No.: 02766297735 
  Email: gec-patan-dte@gujarat.gov.in 
  Website: http://www.gecpt.cteguj.in/",Patan,City,Govt,MECHANICAL ENGINEERING,0,19,0,0,0,0,19,0
153,"Government Engineering College, Rajkot Mavadi-Kankot Road, Near Hanuman Temple, Opp. Kankot Village 
  Contact No.: 09409755268 
  Email: gec-rajkot-dte@gujarat.gov.in 
  Website: https://gecrajkot.ac.in/",Rajkot,City,Govt,AUTOMOBILE ENGINEERING,0,1,0,0,0,0,1,0
154,"Government Engineering College, Rajkot Mavadi-Kankot Road, Near Hanuman Temple, Opp. Kankot Village 
  Contact No.: 09409755268 
  Email: gec-rajkot-dte@gujarat.gov.in 
  Website: https://gecrajkot.ac.in/",Rajkot,City,Govt,CIVIL ENGINEERING,0,3,0,0,4,0,3,4
155,"Government Engineering College, Rajkot Mavadi-Kankot Road, Near Hanuman Temple, Opp. Kankot Village 
  Contact No.: 09409755268 
  Email: gec-rajkot-dte@gujarat.gov.in 
  Website: https://gecrajkot.ac.in/",Rajkot,City,Govt,COMPUTER ENGINEERING,0,11,0,0,6,0,11,6
156,"Government Engineering College, Rajkot Mavadi-Kankot Road, Near Hanuman Temple, Opp. Kankot Village 
  Contact No.: 09409755268 
  Email: gec-rajkot-dte@gujarat.gov.in 
  Website: https://gecrajkot.ac.in/",Rajkot,City,Govt,ELECTRICAL ENGINEERING,0,2,0,0,3,0,2,3
157,"Government Engineering College, Rajkot Mavadi-Kankot Road, Near Hanuman Temple, Opp. Kankot Village 
  Contact No.: 09409755268 
  Email: gec-rajkot-dte@gujarat.gov.in 
  Website: https://gecrajkot.ac.in/",Rajkot,City,Govt,ELECTRONICS & COMMUNICATION ENGINEERING,0,13,0,0,4,0,13,4
158,"Government Engineering College, Rajkot Mavadi-Kankot Road, Near Hanuman Temple, Opp. Kankot Village 
  Contact No.: 09409755268 
  Email: gec-rajkot-dte@gujarat.gov.in 
  Website: https://gecrajkot.ac.in/",Rajkot,City,Govt,"INSTRUMENTATION & CONTROL 
  ENGINEERING",0,10,0,0,5,0,10,5
159,"Government Engineering College, Rajkot Mavadi-Kankot Road, Near Hanuman Temple, Opp. Kankot Village 
  Contact No.: 09409755268 
  Email: gec-rajkot-dte@gujarat.gov.in 
  Website: https://gecrajkot.ac.in/",Rajkot,City,Govt,MECHANICAL ENGINEERING,0,16,0,0,4,0,16,4
160,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,BIOMEDICAL ENGINEERING,4,7,0,0,2,0,11,2
161,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,CIVIL ENGINEERING,1,0,0,1,2,0,1,3
162,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,COMPUTER ENGINEERING,3,11,0,2,3,0,14,5
163,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,ELECTRONICS & COMMUNICATION ENGINEERING,1,15,0,2,3,0,16,5
164,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,INFORMATION TECHNOLOGY,0,5,0,0,3,0,5,3
165,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,"INSTRUMENTATION & CONTROL 
  ENGINEERING",2,9,0,2,3,0,11,5
166,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,Mechanical Engineering,2,6,0,0,1,0,8,1
167,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,METALLURGY,4,4,0,1,1,0,8,2
168,"Government Engineering College, Sector 28 Gandhinagar 
  Near Animal Vaccine Institute, sector-28, Gandhinagar-382028 
  Contact No.: (079)23215167 
  Email: gec-gnagar-dte@gujarat.gov.in 
  Website: https://www.gecg28.ac.in",Gandhinagar,City,Govt,ROBOTICS AND AUTOMATION,1,0,0,0,0,0,1,0
169,"Government Engineering College, Valsad BETWEEN B.K.M.SCIENCE COLLEGE AND GOVERNMENT POLYTECHNIC, TITHAL ROAD, VALSAD, Gujarat, 396001 
  Contact No.: 02632241960 
  Email: gec-valsad-dte@gujarat.gov.in 
  Website: https://gecv.ac.in/",Valsad,City,Govt,CHEMICAL ENGINEERING,4,9,0,1,3,0,13,4
170,"Government Engineering College, Valsad BETWEEN B.K.M.SCIENCE COLLEGE AND GOVERNMENT POLYTECHNIC, TITHAL ROAD, VALSAD, Gujarat, 396001 
  Contact No.: 02632241960 
  Email: gec-valsad-dte@gujarat.gov.in 
  Website: https://gecv.ac.in/",Valsad,City,Govt,CIVIL ENGINEERING,1,5,0,0,2,0,6,2
171,"Government Engineering College, Valsad BETWEEN B.K.M.SCIENCE COLLEGE AND GOVERNMENT POLYTECHNIC, TITHAL ROAD, VALSAD, Gujarat, 396001 
  Contact No.: 02632241960 
  Email: gec-valsad-dte@gujarat.gov.in 
  Website: https://gecv.ac.in/",Valsad,City,Govt,ELECTRICAL ENGINEERING,2,6,0,0,2,0,8,2
172,"Government Engineering College, Valsad BETWEEN B.K.M.SCIENCE COLLEGE AND GOVERNMENT POLYTECHNIC, TITHAL ROAD, VALSAD, Gujarat, 396001 
  Contact No.: 02632241960 
  Email: gec-valsad-dte@gujarat.gov.in 
  Website: https://gecv.ac.in/",Valsad,City,Govt,ENVIRONMENTAL ENGINEERING,0,0,0,0,5,0,0,5
173,"Government Engineering College, Valsad BETWEEN B.K.M.SCIENCE COLLEGE AND GOVERNMENT POLYTECHNIC, TITHAL ROAD, VALSAD, Gujarat, 396001 
  Contact No.: 02632241960 
  Email: gec-valsad-dte@gujarat.gov.in 
  Website: https://gecv.ac.in/",Valsad,City,Govt,MECHANICAL ENGINEERING,2,20,1,0,2,0,23,2
174,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,APPLIED MECHANICS,2,7,0,0,8,0,9,8
175,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,AUTOMOBILE ENGINEERING,3,6,0,0,0,0,9,0
176,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,CIVIL ENGINEERING,2,7,0,0,0,0,9,0
177,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,COMPUTER ENGINEERING,4,8,0,3,9,0,12,12
178,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,ELECTRICAL ENGINEERING,8,18,0,2,2,0,26,4
179,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,ELECTRONICS & COMMUNICATION ENGINEERING,4,5,0,1,7,0,9,8
180,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,ENVIRONMENTAL ENGINEERING,0,2,0,0,2,0,2,2
181,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,INFORMATION TECHNOLOGY,3,4,0,2,7,0,7,9
182,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,RUBBER TECHNOLOGY,0,2,1,1,2,0,3,3
183,"L.D.College Of Engineering, Ahmedabad L. D. COLLEGE OF ENGINEERING Opp Gujarat University, Navrangpura, Ahmedabad - 380015 Contact No.: 07926302887 
  Email: ldce-abad-dte@gujarat.gov.in 
  Website: http://ldce.ac.in/",Ahmedabad,Mega City,Govt,TEXTILE TECHNOLOGY,2,2,0,0,3,0,4,3
184,"L.E.College ,Morbi 
  Sama Kanthe, Morbi, Gujarat 363642 
  Contact No.: 0282240743 
  Email: principallecollege@gmail.com 
  Website: http://www.lecm.cteguj.in/",Morbi,City,Govt,CHEMICAL ENGINEERING,2,5,0,0,1,0,7,1
185,"L.E.College ,Morbi 
  Sama Kanthe, Morbi, Gujarat 363642 
  Contact No.: 0282240743 
  Email: principallecollege@gmail.com 
  Website: http://www.lecm.cteguj.in/",Morbi,City,Govt,CIVIL ENGINEERING,1,5,0,0,0,0,6,0
186,"L.E.College ,Morbi 
  Sama Kanthe, Morbi, Gujarat 363642 
  Contact No.: 0282240743 
  Email: principallecollege@gmail.com 
  Website: http://www.lecm.cteguj.in/",Morbi,City,Govt,ELECTRICAL ENGINEERING,6,9,0,0,2,0,15,2
187,"L.E.College ,Morbi 
  Sama Kanthe, Morbi, Gujarat 363642 
  Contact No.: 0282240743 
  Email: principallecollege@gmail.com 
  Website: http://www.lecm.cteguj.in/",Morbi,City,Govt,INDUSTRIAL ENGINEERING,1,1,0,0,0,0,2,0
188,"L.E.College ,Morbi 
  Sama Kanthe, Morbi, Gujarat 363642 
  Contact No.: 0282240743 
  Email: principallecollege@gmail.com 
  Website: http://www.lecm.cteguj.in/",Morbi,City,Govt,INFORMATION TECHNOLOGY,2,2,0,0,2,0,4,2
189,"L.E.College ,Morbi 
  Sama Kanthe, Morbi, Gujarat 363642 
  Contact No.: 0282240743 
  Email: principallecollege@gmail.com 
  Website: http://www.lecm.cteguj.in/",Morbi,City,Govt,MECHANICAL ENGINEERING,3,7,0,1,2,0,10,3
190,"L.E.College ,Morbi 
  Sama Kanthe, Morbi, Gujarat 363642 
  Contact No.: 0282240743 
  Email: principallecollege@gmail.com 
  Website: http://www.lecm.cteguj.in/",Morbi,City,Govt,POWER ELECTRONICS,2,6,1,0,0,0,9,0
191,"L.E.College ,Morbi 
  Sama Kanthe, Morbi, Gujarat 363642 
  Contact No.: 0282240743 
  Email: principallecollege@gmail.com 
  Website: http://www.lecm.cteguj.in/",Morbi,City,Govt,PRODUCTION ENGINEERING,1,7,0,1,0,0,8,1
192,"Shantilal Shah Engineering College ,Bhavnagar New Sidsar Campus, Post: Vartej, Sidsar,Bhavnagar 364060, Gujarat, India 
  Contact No.: 09099063043 
  Email: ssec-bhav-dte@gujarat.gov.in 
  Website: http://ssgec.ac.in/",Sidsar,Town,Govt,CIVIL ENGINEERING,1,10,0,0,1,0,11,1
193,"Shantilal Shah Engineering College ,Bhavnagar New Sidsar Campus, Post: Vartej, Sidsar,Bhavnagar 364060, Gujarat, India 
  Contact No.: 09099063043 
  Email: ssec-bhav-dte@gujarat.gov.in 
  Website: http://ssgec.ac.in/",Sidsar,Town,Govt,ELECTRICAL ENGINEERING,0,11,0,0,1,0,11,1
194,"Shantilal Shah Engineering College ,Bhavnagar New Sidsar Campus, Post: Vartej, Sidsar,Bhavnagar 364060, Gujarat, India 
  Contact No.: 09099063043 
  Email: ssec-bhav-dte@gujarat.gov.in 
  Website: http://ssgec.ac.in/",Sidsar,Town,Govt,INFORMATION TECHNOLOGY,2,11,0,0,1,0,13,1
195,"Shantilal Shah Engineering College ,Bhavnagar New Sidsar Campus, Post: Vartej, Sidsar,Bhavnagar 364060, Gujarat, India 
  Contact No.: 09099063043 
  Email: ssec-bhav-dte@gujarat.gov.in 
  Website: http://ssgec.ac.in/",Sidsar,Town,Govt,"INSTRUMENTATION & CONTROL 
  ENGINEERING",1,4,0,0,0,0,5,0
196,"Shantilal Shah Engineering College ,Bhavnagar New Sidsar Campus, Post: Vartej, Sidsar,Bhavnagar 364060, Gujarat, India 
  Contact No.: 09099063043 
  Email: ssec-bhav-dte@gujarat.gov.in 
  Website: http://ssgec.ac.in/",Sidsar,Town,Govt,MECHANICAL ENGINEERING,3,9,4,1,0,0,16,1
197,"Shantilal Shah Engineering College ,Bhavnagar New Sidsar Campus, Post: Vartej, Sidsar,Bhavnagar 364060, Gujarat, India 
  Contact No.: 09099063043 
  Email: ssec-bhav-dte@gujarat.gov.in 
  Website: http://ssgec.ac.in/",Sidsar,Town,Govt,ELECTRONICS AND COMMUNICATION,4,3,0,0,2,1,7,3
198,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,CHEMICAL ENGINEERING,2,5,1,5,0,0,8,5
199,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,CIVIL ENGINEERING,1,4,0,0,3,0,5,3
200,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,COMPUTER ENGINEERING,4,7,1,1,4,0,12,5
201,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,COMPUTER SCIENCE & ENGINEERING (DATA SCIENCE),0,2,0,1,0,0,2,1
202,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,ELECTRICAL ENGINEERING,4,10,0,0,12,0,14,12
203,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,ELECTRONICS & COMMUNICATION ENGINEERING,2,12,1,0,7,0,15,7
204,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,ELECTRONICS & INSTRUMENTATION ENGINEERING,1,0,0,0,3,0,1,3
205,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,INFORMATION TECHNOLOGY,1,8,0,1,2,0,9,3
206,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,"INSTRUMENTATION & CONTROL 
  ENGINEERING",1,3,0,0,5,1,4,6
207,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,MECHANICAL ENGINEERING,8,6,1,2,5,1,15,8
208,"Vishwakarma Government Engineering College, Chandkheda,Gandhinagar 
  Nr. Visat three roads, Sabarmati-Koba highway, Chandkheda, Ahmedabad, Gujarat 
  Contact No.: 079-23293866 
  Email: est@vgecg.ac.in 
  Website: http://www.vgecg.ac.in/",Ahmedabad,Mega City,Govt,POWER ELECTRONICS,2,6,1,0,0,0,9,0
209,"Birla Vishvakarma Maha Vidhyalaya, V.V.Nagar Vallabh Vidyanagar. GUJARAT, INDIA. 
  Contact No.: 02692230104 
  Email: principal@bvmengineering.ac.in 
  Website: https://www.bvmengineering.ac.in",Vallabh Vidyanagar,Town,GIA,CIVIL ENGINEERING,6,6,0,1,3,0,12,4
210,"Birla Vishvakarma Maha Vidhyalaya, V.V.Nagar Vallabh Vidyanagar. GUJARAT, INDIA. 
  Contact No.: 02692230104 
  Email: principal@bvmengineering.ac.in 
  Website: https://www.bvmengineering.ac.in",Vallabh Vidyanagar,Town,GIA,COMPUTER ENGINEERING,4,6,0,0,2,0,10,2
211,"Birla Vishvakarma Maha Vidhyalaya, V.V.Nagar Vallabh Vidyanagar. GUJARAT, INDIA. 
  Contact No.: 02692230104 
  Email: principal@bvmengineering.ac.in 
  Website: https://www.bvmengineering.ac.in",Vallabh Vidyanagar,Town,GIA,ELECTRICAL ENGINEERING,3,9,0,0,2,0,12,2
212,"Birla Vishvakarma Maha Vidhyalaya, V.V.Nagar Vallabh Vidyanagar. GUJARAT, INDIA. 
  Contact No.: 02692230104 
  Email: principal@bvmengineering.ac.in 
  Website: https://www.bvmengineering.ac.in",Vallabh Vidyanagar,Town,GIA,ELECTRONICS ENGINEERING,4,9,0,2,2,0,13,4
213,"Birla Vishvakarma Maha Vidhyalaya, V.V.Nagar Vallabh Vidyanagar. GUJARAT, INDIA. 
  Contact No.: 02692230104 
  Email: principal@bvmengineering.ac.in 
  Website: https://www.bvmengineering.ac.in",Vallabh Vidyanagar,Town,GIA,PRODUCTION ENGINEERING,2,4,0,0,2,0,6,2
214,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,CHEMICAL ENGINEERING,1,3,0,2,6,0,4,8
215,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,CIVIL ENGINEERING,11,5,0,4,4,0,16,8
216,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,COMPUTER SCIENCE & ENGINEERING,4,2,0,4,4,0,6,8
217,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,ELECTRICAL ENGINEERING,4,13,0,5,8,0,17,13
218,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,MECHANICAL ENGINEERING,12,10,0,0,4,0,22,4
219,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,METALLURGICAL AND MATERIALS ENGINEERING,3,9,0,1,2,0,12,3
220,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,TEXTILE CHEMISTRY,4,6,0,0,1,0,10,1
221,"Faculty Of Technology & Engineering(MSU), Vadodara 
  KALABHAVAN, POST BOX NO - 51, DANDIA BAZAR, VADODARA 
  Contact No.: 0265-2434188 
  Email: dean-techo@msubaroda.ac.in 
  Website: https://www.msubaroda.ac.in",Vadodara,City,GIA,TEXTILE ENGINEERING,5,6,0,3,2,0,11,5
